title,parent_link,link
Outdoor accessories,https://www.ikea.com/nl/en/cat/outdoor-accessories-34203/,https://www.ikea.com/nl/en/p/dimpa-storage-bag-transparent-10056770/
Outdoor accessories,https://www.ikea.com/nl/en/cat/outdoor-accessories-34203/,https://www.ikea.com/nl/en/p/ikea-365-food-container-with-lid-square-glass-10623833/
Outdoor accessories,https://www.ikea.com/nl/en/cat/outdoor-accessories-34203/,https://www.ikea.com/nl/en/p/tostero-cover-for-outdoor-furniture-table-and-chairs-black-30532337/
Outdoor accessories,https://www.ikea.com/nl/en/cat/outdoor-accessories-34203/,https://www.ikea.com/nl/en/p/rensare-clothes-bag-set-of-3-check-pattern-grey-black-30432502/
Outdoor lighting,https://www.ikea.com/nl/en/cat/outdoor-lighting-17897/,https://www.ikea.com/nl/en/p/solarvet-led-lighting-chain-with-24-lights-outdoor-solar-powered-ball-white-80573896/
Outdoor lighting,https://www.ikea.com/nl/en/cat/outdoor-lighting-17897/,https://www.ikea.com/nl/en/p/solvinden-led-solar-powered-ground-stick-outdoor-dark-green-20619185/
Outdoor lighting,https://www.ikea.com/nl/en/cat/outdoor-lighting-17897/,https://www.ikea.com/nl/en/p/solvinden-led-lighting-chain-with-12-lights-solar-powered-beige-white-50619184/
Outdoor lighting,https://www.ikea.com/nl/en/cat/outdoor-lighting-17897/,https://www.ikea.com/nl/en/p/solvinden-led-solar-powered-pendant-lamp-solar-powered-outdoor-beige-40614653/
Outdoor lighting,https://www.ikea.com/nl/en/cat/outdoor-lighting-17897/,https://www.ikea.com/nl/en/p/solvinden-led-solar-powered-pendant-lamp-outdoor-globe-white-60615029/
Outdoor lighting,https://www.ikea.com/nl/en/cat/outdoor-lighting-17897/,https://www.ikea.com/nl/en/p/solvinden-led-solar-powered-ground-stick-outdoor-clear-black-30615525/
Outdoor lighting,https://www.ikea.com/nl/en/cat/outdoor-lighting-17897/,https://www.ikea.com/nl/en/p/utsund-led-lighting-chain-with-12-bulbs-outdoor-battery-operated-black-50610584/
Outdoor lighting,https://www.ikea.com/nl/en/cat/outdoor-lighting-17897/,https://www.ikea.com/nl/en/p/gronsprot-wall-up-downlighter-wired-in-outdoor-black-90556194/
Outdoor lighting,https://www.ikea.com/nl/en/cat/outdoor-lighting-17897/,https://www.ikea.com/nl/en/p/solvinden-lamp-stand-beige-40619387/
Outdoor lighting,https://www.ikea.com/nl/en/cat/outdoor-lighting-17897/,https://www.ikea.com/nl/en/p/solvinden-pendant-lamp-solar-powered-white-90614740/
Outdoor lighting,https://www.ikea.com/nl/en/cat/outdoor-lighting-17897/,https://www.ikea.com/nl/en/p/solvinden-led-lighting-chain-with-24-lights-solar-powered-globe-orange-pink-20615173/
